timer,hart,hart_rolling_mean
212.842789519,514,514.528735632
213.697579839,513,514.505747126
214.552370158,515,514.517241379
215.407160477,514,514.505747126
216.261950797,514,514.505747126
217.116741116,516,514.540229885
217.971531435,515,514.563218391
218.826321755,516,514.597701149
219.681112074,515,514.609195402
220.535902393,516,514.643678161
221.390692713,514,514.632183908
222.245483032,514,514.620689655
223.100273352,513,514.597701149
223.955063671,513,514.586206897
224.80985399,513,514.574712644
225.66464431,512,514.528735632
226.519434629,513,514.517241379
227.374224948,515,514.528735632
228.229015268,516,514.551724138
229.083805587,515,514.563218391
229.938595906,514,514.574712644
230.793386226,516,514.609195402
231.648176545,515,514.609195402
232.502966864,516,514.632183908
233.357757184,516,514.643678161
234.212547503,516,514.666666667
235.067337823,516,514.689655172
235.922128142,515,514.689655172
236.776918461,516,514.701149425
237.631708781,515,514.701149425
238.4864991,515,514.689655172
239.341289419,515,514.666666667
240.196079739,514,514.643678161
241.050870058,515,514.643678161
241.905660377,515,514.632183908
242.760450697,515,514.620689655
243.615241016,515,514.620689655
244.470031335,516,514.655172414
245.324821655,515,514.666666667
246.179611974,514,514.666666667
247.034402293,514,514.67816092
247.889192613,514,514.67816092
248.743982932,515,514.689655172
249.598773252,514,514.67816092
250.453563571,516,514.701149425
251.30835389,514,514.689655172
252.16314421,516,514.689655172
253.017934529,515,514.689655172
253.872724848,516,514.701149425
254.727515168,515,514.701149425
255.582305487,514,514.67816092
256.437095806,514,514.666666667
257.291886126,513,514.643678161
258.146676445,513,514.620689655
259.001466764,512,514.574712644
259.856257084,512,514.540229885
260.711047403,512,514.505747126
261.565837723,512,514.459770115
262.420628042,513,514.436781609
263.275418361,513,514.425287356
264.130208681,514,514.436781609
264.984999,514,514.436781609
265.839789319,514,514.448275862
266.694579639,515,514.471264368
267.549369958,515,514.494252874
268.404160277,515,514.517241379
269.258950597,514,514.517241379
270.113740916,515,514.540229885
270.968531235,516,514.551724138
271.823321555,515,514.551724138
272.678111874,514,514.528735632
273.532902193,514,514.505747126
274.387692513,515,514.482758621
275.242482832,514,514.436781609
276.097273152,514,514.402298851
276.952063471,514,514.367816092
277.80685379,514,514.344827586
278.66164411,514,514.310344828
279.516434429,513,514.287356322
280.371224748,515,514.298850575
281.226015068,516,514.333333333
282.080805387,516,514.356321839
282.935595706,514,514.379310345
283.790386026,516,514.436781609
284.645176345,515,514.459770115
285.499966664,514,514.459770115
286.354756984,513,514.471264368
287.209547303,513,514.459770115
288.064337623,513,514.459770115
288.919127942,513,514.436781609
289.773918261,513,514.425287356
290.628708581,514,514.425287356
291.4834989,512,514.379310345
292.338289219,513,514.356321839
293.193079539,513,514.32183908
294.047869858,514,514.310344828
294.902660177,513,514.275862069
295.757450497,512,514.252873563
296.612240816,512,514.229885057
297.467031135,511,514.206896552
298.321821455,511,514.183908046
299.176611774,511,514.16091954
300.031402093,511,514.149425287
300.886192413,512,514.137931034
301.740982732,511,514.091954023
302.595773052,511,514.034482759
303.450563371,511,513.988505747
304.30535369,513,513.977011494
305.16014401,512,513.931034483
306.014934329,513,513.908045977
306.869724648,512,513.862068966
307.724514968,513,513.827586207
308.579305287,513,513.793103448
309.434095606,513,513.75862069
310.288885926,513,513.735632184
311.143676245,513,513.701149425
311.998466564,513,513.67816092
312.853256884,513,513.655172414
313.708047203,516,513.666666667
314.562837523,515,513.67816092
315.417627842,516,513.689655172
316.272418161,518,513.724137931
317.127208481,519,513.770114943
317.9819988,520,513.827586207
318.836789119,521,513.885057471
319.691579439,522,513.965517241
320.546369758,523,514.068965517
321.401160077,522,514.16091954
322.255950397,520,514.229885057
323.110740716,519,514.275862069
323.965531035,519,514.333333333
324.820321355,518,514.356321839
325.675111674,518,514.402298851
326.529901993,519,514.436781609
327.384692313,517,514.459770115
328.239482632,517,514.471264368
329.094272952,518,514.505747126
329.949063271,518,514.551724138
330.80385359,519,514.609195402
331.65864391,519,514.67816092
332.513434229,518,514.735632184
333.368224548,517,514.793103448
334.223014868,517,514.850574713
335.077805187,516,514.896551724
335.932595506,515,514.931034483
336.787385826,517,514.977011494
337.642176145,516,515.011494253
338.496966464,517,515.045977011
339.351756784,517,515.08045977
340.206547103,517,515.114942529
341.061337422,518,515.149425287
341.916127742,518,515.183908046
342.770918061,517,515.206896552
343.625708381,518,515.252873563
344.4804987,519,515.298850575
345.335289019,518,515.32183908
346.190079339,518,515.356321839
347.044869658,518,515.402298851
347.899659977,518,515.448275862
348.754450297,516,515.459770115
349.609240616,517,515.494252874
350.464030935,516,515.517241379
351.318821255,516,515.540229885
352.173611574,515,515.551724138
353.028401893,517,515.586206897
353.883192213,518,515.643678161
354.737982532,517,515.666666667
355.592772852,518,515.689655172
356.447563171,519,515.724137931
357.30235349,519,515.781609195
358.15714381,518,515.804597701
359.011934129,518,515.83908046
359.866724448,517,515.873563218
360.721514768,519,515.942528736
361.576305087,518,516.0
362.431095406,518,516.057471264
363.285885726,518,516.114942529
364.140676045,517,516.16091954
364.995466364,516,516.183908046
365.850256684,516,516.229885057
366.705047003,515,516.252873563
367.559837322,515,516.275862069
368.414627642,515,516.287356322
369.269417961,515,516.310344828
370.124208281,517,516.367816092
370.9789986,515,516.402298851
371.833788919,517,516.471264368
372.688579239,517,516.540229885
373.543369558,518,516.620689655
374.398159877,518,516.701149425
375.252950197,518,516.770114943
376.107740516,518,516.850574713
376.962530835,518,516.931034483
377.817321155,518,517.011494253
378.672111474,517,517.057471264
379.526901793,519,517.137931034
380.381692113,518,517.195402299
381.236482432,519,517.275862069
382.091272752,518,517.333333333
382.946063071,517,517.379310345
383.80085339,518,517.436781609
384.65564371,516,517.471264368
385.510434029,517,517.517241379
386.365224348,516,517.551724138
387.220014668,516,517.586206897
388.074804987,516,517.586206897
388.929595306,515,517.586206897
389.784385626,515,517.574712644
390.639175945,515,517.540229885
391.493966264,515,517.494252874
392.348756584,514,517.425287356
393.203546903,515,517.356321839
394.058337222,515,517.275862069
394.913127542,514,517.172413793
395.767917861,514,517.08045977
396.622708181,513,517.0
397.4774985,514,516.942528736
398.332288819,514,516.885057471
399.187079139,514,516.83908046
400.041869458,514,516.793103448
400.896659777,513,516.724137931
401.751450097,512,516.666666667
402.606240416,512,516.609195402
403.461030735,513,516.551724138
404.315821055,512,516.482758621
405.170611374,512,516.402298851
406.025401693,513,516.333333333
406.880192013,513,516.275862069
407.734982332,512,516.218390805
408.589772652,512,516.16091954
409.444562971,514,516.137931034
410.29935329,517,516.16091954
411.15414361,517,516.16091954
412.008933929,517,516.172413793
412.863724248,518,516.183908046
413.718514568,519,516.206896552
414.573304887,519,516.229885057
415.428095206,519,516.24137931
416.282885526,518,516.24137931
417.137675845,517,516.24137931
417.992466164,514,516.195402299
418.847256484,512,516.114942529
419.702046803,509,516.011494253
420.556837122,501,515.816091954
421.411627442,491,515.505747126
422.266417761,483,515.103448276
423.121208081,480,514.689655172
423.9759984,478,514.24137931
424.830788719,480,513.827586207
425.685579039,486,513.482758621
426.540369358,492,513.218390805
427.395159677,499,513.011494253
428.249949997,505,512.862068966
429.104740316,513,512.816091954
429.959530635,520,512.83908046
430.814320955,526,512.91954023
431.669111274,531,513.057471264
432.523901593,537,513.275862069
433.378691913,542,513.551724138
434.233482232,546,513.885057471
435.088272552,550,514.24137931
435.943062871,553,514.643678161
436.79785319,556,515.08045977
437.65264351,560,515.563218391
438.507433829,562,516.08045977
439.362224148,562,516.609195402
440.217014468,562,517.137931034
441.071804787,558,517.632183908
441.926595106,555,518.091954023
442.781385426,551,518.505747126
443.636175745,547,518.873563218
444.490966064,541,519.149425287
445.345756384,535,519.379310345
446.200546703,531,519.540229885
447.055337022,528,519.666666667
447.910127342,523,519.724137931
448.764917661,520,519.747126437
449.619707981,518,519.747126437
450.4744983,517,519.735632184
451.329288619,516,519.712643678
452.184078939,515,519.67816092
453.038869258,515,519.655172414
453.893659577,514,519.597701149
454.748449897,511,519.517241379
455.603240216,511,519.425287356
456.458030535,512,519.356321839
457.312820855,511,519.287356322
458.167611174,510,519.195402299
459.022401493,512,519.149425287
459.877191813,512,519.091954023
460.731982132,513,519.057471264
461.586772451,513,519.022988506
462.441562771,514,519.0
463.29635309,515,519.0
464.15114341,516,519.011494253
465.005933729,515,519.011494253
465.860724048,517,519.034482759
466.715514368,517,519.068965517
467.570304687,517,519.091954023
468.425095006,517,519.114942529
469.279885326,518,519.16091954
470.134675645,519,519.218390805
470.989465964,518,519.275862069
471.844256284,519,519.333333333
472.699046603,523,519.436781609
473.553836922,525,519.563218391
474.408627242,526,519.701149425
475.263417561,531,519.908045977
476.118207881,538,520.206896552
476.9729982,542,520.551724138
477.827788519,546,520.931034483
478.682578839,549,521.356321839
479.537369158,550,521.793103448
480.392159477,549,522.206896552
481.246949797,547,522.597701149
482.101740116,545,522.977011494
482.956530435,543,523.333333333
483.811320755,539,523.620689655
484.666111074,535,523.827586207
485.520901393,531,523.988505747
486.375691713,530,524.137931034
487.230482032,527,524.24137931
488.085272351,524,524.298850575
488.940062671,523,524.344827586
489.79485299,522,524.379310345
490.64964331,519,524.390804598
491.504433629,517,524.390804598
492.359223948,515,524.402298851
493.214014268,516,524.448275862
494.068804587,515,524.517241379
494.923594906,516,524.689655172
495.778385226,516,524.977011494
496.633175545,519,525.390804598
497.487965864,520,525.850574713
498.342756184,520,526.333333333
499.197546503,523,526.827586207
500.052336822,524,527.264367816
500.907127142,524,527.632183908
501.761917461,524,527.91954023
502.616707781,524,528.137931034
503.4714981,524,528.264367816
504.326288419,523,528.298850575
505.181078739,522,528.252873563
506.035869058,521,528.137931034
506.890659377,521,527.954022989
507.745449697,518,527.67816092
508.600240016,517,527.344827586
509.455030335,518,526.977011494
510.309820655,516,526.551724138
511.164610974,516,526.091954023
512.019401293,515,525.574712644
512.874191613,515,525.034482759
513.728981932,514,524.482758621
514.583772251,512,523.908045977
515.438562571,512,523.379310345
516.29335289,510,522.862068966
517.14814321,510,522.390804598
518.002933529,510,521.965517241
518.857723848,510,521.609195402
519.712514168,510,521.32183908
520.567304487,510,521.08045977
521.422094806,509,520.862068966
522.276885126,510,520.712643678
523.131675445,511,520.609195402
523.986465764,511,520.528735632
524.841256084,511,520.459770115
525.696046403,511,520.402298851
526.550836722,513,520.379310345
527.405627042,512,520.344827586
528.260417361,513,520.333333333
529.115207681,515,520.379310345
529.969998,514,520.413793103
530.824788319,513,520.425287356
531.679578639,512,520.436781609
532.534368958,514,520.482758621
533.389159277,513,520.494252874
534.243949597,513,520.505747126
535.098739916,513,520.505747126
535.953530235,516,520.540229885
536.808320555,515,520.551724138
537.663110874,515,520.551724138
538.517901193,516,520.551724138
539.372691513,516,520.563218391
540.227481832,515,520.540229885
541.082272151,516,520.528735632
541.937062471,516,520.517241379
542.79185279,516,520.505747126
543.64664311,515,520.471264368
544.501433429,515,520.425287356
545.356223748,514,520.379310345
546.211014068,514,520.32183908
547.065804387,514,520.218390805
547.920594706,513,520.08045977
548.775385026,514,519.942528736
549.630175345,514,519.747126437
550.484965664,513,519.459770115
551.339755984,511,519.103448276
552.194546303,511,518.701149425
553.049336622,510,518.252873563
553.904126942,508,517.770114943
554.758917261,510,517.32183908
555.613707581,511,516.908045977
556.4684979,511,516.517241379
557.323288219,513,516.172413793
558.178078539,512,515.862068966
559.032868858,514,515.620689655
559.887659177,517,515.459770115
560.742449497,517,515.310344828
561.597239816,516,515.183908046
562.452030135,517,515.103448276
563.306820455,517,515.034482759
564.161610774,515,514.954022989
565.016401093,515,514.908045977
565.871191413,516,514.896551724
566.725981732,515,514.896551724
567.580772051,514,514.873563218
568.435562371,514,514.862068966
569.29035269,515,514.850574713
570.14514301,516,514.850574713
570.999933329,516,514.816091954
571.854723648,516,514.770114943
572.709513968,518,514.747126437
573.564304287,517,514.67816092
574.419094606,518,514.609195402
575.273884926,518,514.540229885
576.128675245,519,514.482758621
576.983465564,520,514.436781609
577.838255884,520,514.390804598
578.693046203,521,514.367816092
579.547836522,522,514.367816092
580.402626842,523,514.390804598
581.257417161,523,514.413793103
582.11220748,523,514.471264368
582.9669978,523,514.540229885
583.821788119,522,514.586206897
584.676578439,522,514.655172414
585.531368758,521,514.712643678
586.386159077,521,514.781609195
587.240949397,520,514.83908046
588.095739716,519,514.896551724
588.950530035,519,514.977011494
589.805320355,518,515.045977011
590.660110674,517,515.126436782
591.514900993,516,515.195402299
592.369691313,514,515.24137931
593.224481632,512,515.264367816
594.079271951,509,515.252873563
594.934062271,508,515.229885057
595.78885259,505,515.183908046
596.64364291,499,515.057471264
597.498433229,487,514.781609195
598.353223548,480,514.425287356
599.208013868,476,514.022988506
600.062804187,475,513.609195402
600.917594506,474,513.16091954
601.772384826,476,512.747126437
602.627175145,479,512.356321839
603.481965464,479,511.942528736
604.336755784,483,511.586206897
605.191546103,491,511.333333333
606.046336422,502,511.218390805
606.901126742,508,511.149425287
607.755917061,509,511.103448276
608.61070738,511,511.08045977
609.4654977,513,511.08045977
610.320288019,510,511.011494253
611.175078339,509,510.942528736
612.029868658,508,510.862068966
612.884658977,505,510.735632184
613.739449297,504,510.597701149
614.594239616,503,510.459770115
615.449029935,504,510.32183908
616.303820255,505,510.195402299
617.158610574,506,510.08045977
618.013400893,504,509.954022989
618.868191213,505,509.83908046
619.722981532,502,509.701149425
620.577771851,497,509.505747126
621.432562171,497,509.310344828
622.28735249,500,509.16091954
623.14214281,502,509.022988506
623.996933129,506,508.931034483
624.851723448,510,508.896551724
625.706513768,516,508.954022989
626.561304087,521,509.068965517
627.416094406,525,509.24137931
628.270884726,529,509.482758621
629.125675045,531,509.724137931
629.980465364,530,509.942528736
630.835255684,531,510.172413793
631.690046003,530,510.367816092
632.544836322,530,510.574712644
633.399626642,529,510.747126437
634.254416961,529,510.885057471
635.10920728,529,511.022988506
635.9639976,530,511.183908046
636.818787919,528,511.310344828
637.673578239,523,511.379310345
638.528368558,514,511.367816092
639.383158877,501,511.206896552
640.237949197,490,510.908045977
641.092739516,486,510.574712644
641.947529835,483,510.218390805
642.802320155,480,509.827586207
643.657110474,482,509.448275862
644.511900793,487,509.114942529
645.366691113,491,508.827586207
646.221481432,494,508.574712644
647.076271751,499,508.356321839
647.931062071,506,508.229885057
648.78585239,512,508.16091954
649.64064271,516,508.137931034
650.495433029,521,508.16091954
651.350223348,525,508.218390805
652.205013668,527,508.298850575
653.059803987,530,508.402298851
653.914594306,530,508.494252874
654.769384626,531,508.586206897
655.624174945,532,508.689655172
656.478965264,529,508.75862069
657.333755584,531,508.850574713
658.188545903,523,508.862068966
659.043336222,518,508.816091954
659.898126542,514,508.735632184
660.752916861,512,508.632183908
661.60770718,512,508.540229885
662.4624975,513,508.471264368
663.317287819,512,508.390804598
664.172078139,511,508.310344828
665.026868458,512,508.252873563
665.881658777,512,508.206896552
666.736449097,510,508.16091954
667.591239416,510,508.137931034
668.446029735,510,508.149425287
669.300820055,511,508.183908046
670.155610374,510,508.24137931
671.010400693,510,508.367816092
671.865191013,511,508.643678161
672.719981332,511,509.0
673.574771651,511,509.402298851
674.429561971,511,509.816091954
675.28435229,512,510.252873563
676.13914261,514,510.689655172
676.993932929,514,511.091954023
677.848723248,514,511.494252874
678.703513568,516,511.873563218
679.558303887,516,512.16091954
680.413094206,515,512.310344828
681.267884526,506,512.287356322
682.122674845,504,512.229885057
682.977465164,504,512.149425287
683.832255484,506,512.068965517
684.687045803,508,512.045977011
685.541836122,512,512.08045977
686.396626442,515,512.16091954
687.251416761,515,512.275862069
688.10620708,517,512.425287356
688.9609974,520,512.620689655
689.815787719,519,512.793103448
690.670578039,519,512.954022989
691.525368358,521,513.126436782
692.380158677,520,513.310344828
693.234948997,519,513.471264368
694.089739316,519,513.666666667
694.944529635,518,513.908045977
695.799319955,518,514.149425287
696.654110274,516,514.333333333
697.508900593,517,514.505747126
698.363690913,518,514.643678161
699.218481232,520,514.75862069
700.073271551,520,514.804597701
700.928061871,520,514.793103448
701.78285219,521,514.747126437
702.63764251,521,514.655172414
703.492432829,519,514.517241379
704.347223148,519,514.390804598
705.202013468,519,514.252873563
706.056803787,518,514.114942529
706.911594106,517,513.965517241
707.766384426,517,513.827586207
708.621174745,517,513.689655172
709.475965064,517,513.551724138
710.330755384,515,513.379310345
711.185545703,515,513.229885057
712.040336022,516,513.149425287
712.895126342,515,513.16091954
713.749916661,514,513.310344828
714.60470698,514,513.586206897
715.4594973,514,513.908045977
716.314287619,512,514.24137931
717.169077939,513,514.620689655
718.023868258,514,514.988505747
718.878658577,514,515.298850575
719.733448897,514,515.563218391
720.588239216,515,515.804597701
721.443029535,516,516.0
722.297819855,517,516.126436782
723.152610174,517,516.183908046
724.007400493,517,516.195402299
724.862190813,518,516.16091954
725.716981132,519,516.091954023
726.571771451,519,516.0
727.426561771,518,515.862068966
728.28135209,519,515.735632184
729.136142409,518,515.586206897
729.990932729,516,515.402298851
730.845723048,516,515.252873563
731.700513368,516,515.08045977
732.555303687,516,515.0
733.410094006,513,514.942528736
734.264884326,513,514.931034483
735.119674645,512,514.931034483
735.974464964,513,514.942528736
736.829255284,512,514.931034483
737.684045603,512,514.931034483
738.538835922,511,514.931034483
739.393626242,511,514.91954023
740.248416561,510,514.896551724
741.10320688,510,514.896551724
741.9579972,510,514.896551724
742.812787519,510,514.896551724
743.667577839,510,514.885057471
744.522368158,510,514.885057471
745.377158477,511,514.896551724
746.231948797,510,514.885057471
747.086739116,509,514.862068966
747.941529435,509,514.83908046
748.796319755,511,514.83908046
749.651110074,510,514.816091954
750.505900393,510,514.770114943
751.360690713,511,514.735632184
752.215481032,512,514.712643678
753.070271351,511,514.655172414
753.925061671,511,514.597701149
754.77985199,511,514.551724138
755.634642309,511,514.609195402
756.489432629,511,514.689655172
757.344222948,511,514.770114943
758.199013268,512,514.83908046
759.053803587,512,514.885057471
759.908593906,512,514.885057471
760.763384226,513,514.862068966
761.618174545,513,514.83908046
762.472964864,513,514.793103448
763.327755184,513,514.712643678
764.182545503,513,514.643678161
765.037335822,514,514.586206897
765.892126142,514,514.505747126
766.746916461,513,514.425287356
767.60170678,513,514.356321839
768.4564971,513,514.287356322
769.311287419,513,514.229885057
770.166077739,514,514.183908046
771.020868058,515,514.172413793
771.875658377,515,514.149425287
772.730448697,514,514.103448276
773.585239016,514,514.034482759
774.440029335,514,513.965517241
775.294819655,514,513.896551724
776.149609974,512,513.793103448
777.004400293,512,513.689655172
777.859190613,512,513.609195402
778.713980932,512,513.528735632
779.568771251,512,513.448275862
780.423561571,512,513.379310345
781.27835189,513,513.333333333
782.133142209,514,513.298850575
782.987932529,514,513.264367816
783.842722848,513,513.218390805
784.697513168,515,513.218390805
785.552303487,515,513.218390805
786.407093806,514,513.195402299
787.261884126,514,513.183908046
788.116674445,515,513.195402299
788.971464764,516,513.218390805
789.826255084,515,513.229885057
790.681045403,516,513.275862069
791.535835722,516,513.310344828
792.390626042,516,513.333333333
793.245416361,515,513.344827586
794.10020668,515,513.356321839
794.954997,515,513.356321839
795.809787319,515,513.344827586
796.664577639,515,513.32183908
797.519367958,516,513.310344828
798.374158277,516,513.298850575
799.228948597,516,513.275862069
800.083738916,514,513.218390805
800.938529235,514,513.16091954
801.793319555,514,513.114942529
802.648109874,514,513.057471264
803.502900193,513,513.0
804.357690513,513,512.965517241
805.212480832,514,512.942528736
806.067271151,513,512.908045977
806.922061471,512,512.862068966
807.77685179,512,512.850574713
808.631642109,512,512.83908046
809.486432429,512,512.83908046
810.341222748,511,512.816091954
811.196013068,512,512.816091954
812.050803387,513,512.827586207
812.905593706,513,512.850574713
813.760384026,514,512.885057471
814.615174345,515,512.942528736
815.469964664,515,513.0
816.324754984,514,513.045977011
817.179545303,515,513.103448276
818.034335622,515,513.16091954
818.889125942,516,513.229885057
819.743916261,515,513.275862069
820.59870658,514,513.32183908
821.4534969,516,513.402298851
822.308287219,517,513.494252874
823.163077539,517,513.563218391
824.017867858,516,513.632183908
824.872658177,517,513.712643678
825.727448497,516,513.770114943
826.582238816,516,513.816091954
827.437029135,516,513.873563218
828.291819455,516,513.931034483
829.146609774,515,513.977011494
830.001400093,514,514.011494253
830.856190413,514,514.045977011
831.710980732,513,514.068965517
832.565771051,513,514.08045977
833.420561371,513,514.091954023
834.27535169,514,514.114942529
835.130142009,515,514.137931034
835.984932329,514,514.149425287
836.839722648,514,514.16091954
837.694512968,515,514.183908046
838.549303287,515,514.206896552
839.404093606,514,514.206896552
840.258883926,514,514.206896552
841.113674245,516,514.24137931
841.968464564,515,514.264367816
842.823254884,515,514.287356322
843.678045203,516,514.32183908
844.532835522,517,514.356321839
845.387625842,517,514.379310345
